train_loss,val_loss,train_f1,val_f1,lr
1.0740156495257427,0.0,0.7258716821670532,0.8963910937309265,0.0001
0.9089090211372354,0.0,0.8464664220809937,0.9077562093734741,0.0001
0.8533512728301557,0.0,0.8751115202903748,0.9508122801780701,0.0001
0.8279261717773139,0.0,0.8725187182426453,0.9730391502380371,0.0001
0.8082803278070293,0.0,0.8682039976119995,0.9639362096786499,0.0001
0.7864109601663507,0.0,0.8794168829917908,0.9613986015319824,0.0001
0.7741987519051445,0.0,0.8725154399871826,0.9661699533462524,0.0001
0.7561057056524115,0.0,0.8763696551322937,0.9757703542709351,0.0001
0.7521207387339605,0.0,0.8745836615562439,0.9556477069854736,0.0001
0.7438037719586076,0.0,0.8775553107261658,0.975085973739624,5e-05
0.724277249360521,0.0,0.883986234664917,0.9872263669967651,5e-05
0.7161836370962162,0.0,0.877251148223877,0.9833658337593079,5e-05
0.7103771548419849,0.0,0.8782657980918884,0.9877444505691528,5e-05
0.7063435085066668,0.0,0.8853285908699036,0.9815187454223633,5e-05
0.7030242761464904,0.0,0.8833742141723633,0.9881279468536377,5e-05
0.7009728569835766,0.0,0.889693021774292,0.9896105527877808,5e-05
0.6936708290121375,0.0,0.8880124092102051,0.9828038811683655,5e-05
0.6959535543992263,0.0,0.8837639093399048,0.9862653613090515,5e-05
0.6995092782978335,0.0,0.8777749538421631,0.9882620573043823,5e-05
0.6844625782298278,0.0,0.884247362613678,0.9857122898101807,2.5e-05
